"StationID","WQS_ID","Buffer Distance","Comments"
"9-SGG000.07","RL_09_043004","Manual Review | 20 m","Manual Accept |"
"9-LWK000.77","RL_09_042242","Manual Review | 60 m","Manual Accept |"
"9-LWK014.95","RL_09_039689","Manual Review | 20 m","Manual Accept |"
"9-SNK005.38","RL_09_064097","Manual Review | 40 m","Manual Accept |"
"9-XEH000.01","RL_09_050159","Manual Review | 20 m","Manual Accept |"
"9-LRV000.34","RL_09_048649","Manual Review | 20 m","Manual Accept |"
"9-BMK001.11","RL_09_040606","Manual Review | 40 m","Manual Accept |"
"4ADAY003.97","RL_4A_070966","Manual Review | 40 m","Manual Accept |"
"4ARNF013.60","RL_4A_052124","Manual Review | 80 m","Manual Accept |"
"4ARSF014.02","RL_4A_051974","Manual Review | 20 m","Manual Accept |"
"4ABTM004.48","RL_4A_052411","Manual Review | 20 m","Manual Accept |"
"4AROA199.20","RL_4A_060896","Manual Review | 20 m","Manual Accept |"
"4AWLF000.09","RL_4A_088984","Manual Review | 20 m","Manual Accept |"
"4ALOR008.64","RL_4A_109924","Manual Review | 20 m","Manual Accept |"
"4AGSE022.55","RL_4A_089123","Manual Review | 40 m","Manual Accept |"
"4AMEY016.00","RL_4A_092842","Manual Review | 60 m","Manual Accept |"
"4ABOR012.18","RL_4A_092023","Manual Review | 40 m","Manual Accept |"
"4AMEY010.46","RL_4A_104294","Manual Review | 40 m","Manual Accept |"
"4AFRV010.99","RL_4A_104082","Manual Review | 40 m","Manual Accept |"
"4AFRV003.07","RL_4A_103315","Manual Review | 40 m","Manual Accept |"
"4AROA000.00","LP_4A_014340","Manual Review | NA","Manual Accept |"
"4AROA004.54","LP_4A_014340","Manual Review | NA","Manual Accept |"
"4AROA008.66","LP_4A_014340","Manual Review | NA","Manual Accept |"
"4AROA032.42","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AROA018.36","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AROA028.04","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4ABHB004.40","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AROA038.49","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AROA043.14","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AMES007.54","LP_4A_014357","Manual Review | NA","Manual Accept |"
"4ABST001.13","LP_4A_009499","Manual Review | NA","Manual Accept |"
"4ABMA002.00","LP_4A_009408","Manual Review | NA","Manual Accept |"
"4ADAN000.00","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AROA022.52","LP_4A_013612","Manual Review | NA","Manual Accept |"
"4AROA012.08","RL_4A_132107","Manual Review | NA","Manual Accept | Trend parameters"
"4ABAA008.67","RL_4A_060743","Manual Review | 20 m","Manual Accept |"
"9-NEW087.14","LP_09_001935","Manual Review | NA","Manual Accept |"
"9-NEW089.34","LP_09_001935","Manual Review | NA","Manual Accept |"
"9-NEW092.66","LP_09_001867","Manual Review | NA","Manual Accept |"
"9-PKC000.00","LP_09_001867","Manual Review | NA","Manual Accept |"
"9-NEW098.32","LP_09_001867","Manual Review | NA","Manual Accept |"
"9-PKC004.16","LP_09_001936","Manual Review | NA","Manual Accept |"
"9-PKC004.65","LP_09_001934","Manual Review | NA","Manual Accept |"
"9-PKC016.91","LP_09_001715","Manual Review | NA","Manual Accept |"
"9-PKC017.71","LP_09_001715","Manual Review | NA","Manual Accept |"
"4ASRE051.06","LP_4A_002602","Manual Review | NA","Manual Accept |"
"4ALVL003.26","RL_4A_062850","Manual Review | 20 m","Manual Accept |"
"4AGCR000.01","RL_4A_058856","Manual Review | 40 m","Manual Accept |"
"4ABNR001.53","RL_4A_058810","Manual Review | 20 m","Manual Accept |"
"4ALNE006.56","RL_4A_129994","Manual Review | NA","Manual Accept | moved to riverine"
"4ABEE000.80","RL_4A_098173","Manual Review | NA","Manual Accept | moved to riverine"
"4APEN000.05","RL_4A_097536","Manual Review | NA","Manual Accept | moved to riverine"
"4APET004.35","RL_4A_097552","Manual Review | NA","Manual Accept | moved to riverine"
"4ALFF001.85","RL_4A_098318","Manual Review | NA","Manual Accept | moved to riverine, Rt 58 bridge"
"4AGIB000.66","RL_4A_097517","Manual Review | NA","Manual Accept | moved to riverine"
"4AROA131.55","RL_4A_091621","Manual Review | 60 m","Manual Accept | Used STA_DESC to determine (Rt. 29 Bridge)"
"4ASCE000.26","RL_4A_091534","Manual Review | 40 m","Manual Accept | Pocket Rd. = Rt. 924; decision was made based on STA_DESC."
"4ABSF001.15","RL_4A_058887","Manual Review | 60 m","Manual Accept | Callaway Rd. = Rt. 641; decision based on STA_DESC"
"4ABWR045.80","RL_4A_059785","Manual Review | 40 m","Manual Accept | Jamestown Rd. = Rt. 812; decision based on STA_DESC"
"4ABWR029.22","RL_4A_061611","Manual Review | 20 m","Manual Accept |"
"2-FAS000.20","RL_2A_074718","Manual Review | 40 m","Manual Accept |"
"2-FAS001.08","RL_2A_074718","Manual Review | 20 m","Manual Accept |"
"2-POL028.68","RL_2B_116512","Manual Review | 60 m","Manual Accept |"
"2-RBT000.59","RL_2B_116222","Manual Review | 40 m","Manual Accept |"
"2-POL020.03","RL_2B_116229","Manual Review | 20 m","Manual Accept |"
"2-POL019.63","RL_2B_116381","Manual Review | 20 m","Manual Accept |"
"2-LIF000.08","RL_2B_116286","Manual Review | 20 m","Manual Accept |"
"2-TRH000.40","RL_2B_116690","Manual Review | 20 m","Manual Accept |"
"2-BUF026.43","RL_2B_116675","Manual Review | 40 m","Manual Accept |"
"2BRRW000.96","RL_2B_111354","Manual Review | 20 m","Manual Accept |"
"2-POL008.53","RL_2B_113541","Manual Review | 20 m","Manual Accept |"
"2BHOY002.92","RL_2B_113421","Manual Review | 20 m","Manual Accept |"
"2-JMS279.41","RL_2B_111441","Manual Review | 20 m","Manual Accept |"
"2-HUO005.87","RL_2B_110974","Manual Review | 20 m","Manual Accept |"
"2-RED008.96","RL_2B_110978","Manual Review | 20 m","Manual Accept |"
"2-XWQ000.02","RL_2B_110940","Manual Review | 20 m","Manual Accept | Station coordinates are inaccurate; WQS on UT Reed"
"2-RED003.65","RL_2B_111008","Manual Review | 20 m","Manual Accept |"
"2-RED000.16","RL_2B_111142","Manual Review | 20 m","Manual Accept |"
"2BJMS273.86","RL_2B_112977","Manual Review | 20 m","Manual Accept |"
"2-POL000.04","RL_2B_113004","Manual Review | 40 m","Manual Accept |"
"2-JMS270.84","RL_2B_113185","Manual Review | 20 m","Manual Accept |"
"2-HAZ007.16","RL_2B_113620","Manual Review | 40 m","Manual Accept |"
"2-HAZ006.91","RL_2B_113684","Manual Review | 20 m","Manual Accept |"
"2BHAZ008.29","RL_2B_113643","Manual Review | 20 m","Manual Accept |"
"2BHAZ008.51","RL_2B_113643","Manual Review | 20 m","Manual Accept |"
"2-BUF013.53","RL_2B_119954","Manual Review | 20 m","Manual Accept |"
"2-TNR000.25","RL_2B_120011","Manual Review | 20 m","Manual Accept |"
"2-RTD005.06","RL_2B_119862","Manual Review | 40 m","Manual Accept |"
"2BBUF006.39","RL_2B_120100","Manual Review | 20 m","Manual Accept |"
"2-BUF002.10","RL_2B_120723","Manual Review | 20 m","Manual Accept |"
"2BBUF000.25","RL_2B_120708","Manual Review | 20 m","Manual Accept |"
"2BJMS220.34","RL_2B_122650","Manual Review | 20 m","Manual Accept |"
"2-DVD000.23","RL_2B_120690","Manual Review | 60 m","Manual Accept |"
"2-JMS229.14","RL_2B_120406","Manual Review | 40 m","Manual Accept |"
"2BJMS229.48","RL_2B_120406","Manual Review | 40 m","Manual Accept |"
"2-BTC000.16","RL_2B_120180","Manual Review | 20 m","Manual Accept |"
"2-WKF000.72","RL_2B_120195","Manual Review | 20 m","Manual Accept |"
"2-WIC000.40","RL_2B_120190","Manual Review | 40 m","Manual Accept |"
"2-WIC005.69","RL_2B_120205","Manual Review | 40 m","Manual Accept |"
"2-STW001.72","RL_2B_119514","Manual Review | 40 m","Manual Accept |"
"2BBKF002.05","RL_2B_119163","Manual Review | 20 m","Manual Accept |"
"2BFWN000.66","RL_2B_113650","Manual Review | 20 m","Manual Accept |"
"2BJMS263.24","RL_2B_113789","Manual Review | 20 m","Manual Accept |"
"2-IVA005.75","RL_2B_111856","Manual Review | 20 m","Manual Accept |"
"2-IVA012.13","RL_2B_111889","Manual Review | 40 m","Manual Accept |"
"2-THK000.03","RL_2B_111841","Manual Review | 60 m","Manual Accept |"
"2-BUN000.04","RL_2B_111849","Manual Review | 60 m","Manual Accept |"
"2-BKW005.95","RL_2B_112636","Manual Review | 60 m","Manual Accept |"
"2-IVA000.22","RL_2B_112627","Manual Review | 20 m","Manual Accept |"
"2-IVA000.05","RL_2B_112627","Manual Review | 40 m","Manual Accept |"
"2-BKW004.87","RL_2B_112635","Manual Review | 40 m","Manual Accept |"
"2-FSG003.36","RL_2B_112541","Manual Review | 20 m","Manual Accept |"
"2-BKW000.40","RL_2B_112609","Manual Review | 20 m","Manual Accept |"
"2-JMS258.54","RL_2B_112821","Manual Review | 20 m","Manual Accept |"
"2BWLM000.34","RL_2B_112684","Manual Review | 20 m","Manual Accept |"
"2BJMS250.66","RL_2B_118504","Manual Review | 20 m","Manual Accept |"
"2BACH000.46","RL_2B_118383","Manual Review | 40 m","Manual Accept |"
"2-BCR000.20","RL_2B_118511","Manual Review | 40 m","Manual Accept |"
"2BJMS248.90","RL_2B_118524","Manual Review | 40 m","Manual Accept |"
"2BXBA000.52","RL_2B_118571","Manual Review | 20 m","Manual Accept |"
"2-JKS044.14","RL_2A_075096","Manual Review | 40 m","Manual Accept |"
"2-JKS042.29","RL_2A_075105","Manual Review | 20 m","Manual Accept |"
"2-JKS034.04","RL_2A_074494","Manual Review | 20 m","Manual Accept |"
"2-JKS033.06","RL_2A_074532","Manual Review | 40 m","Manual Accept |"
"2-FAS002.67","RL_2A_074782","Manual Review | 20 m","Manual Accept |"
"2-FAS002.75","RL_2A_074782","Manual Review | 20 m","Manual Accept |"
"2-JKS030.65","RL_2A_074484","Manual Review | 40 m","Manual Accept |"
"2-JKS028.69","RL_2A_074524","Manual Review | 40 m","Manual Accept |"
"2-OGL005.53","RL_2A_067823","Manual Review | 20 m","Manual Accept |"
"2-JED008.07","RL_2A_067564","Manual Review | 20 m","Manual Accept |"
"2-OGL000.23","RL_2A_073468","Manual Review | 40 m","Manual Accept |"
"2-DNP001.98","RL_2A_073497","Manual Review | 20 m","Manual Accept |"
"2-JKS023.61","RL_2A_073478","Manual Review | 20 m","Manual Accept |"
"2-JKS022.15","RL_2A_073462","Manual Review | 20 m","Manual Accept |"
"2-JKS022.78","RL_2A_073516","Manual Review | 40 m","Manual Accept |"
"2-SMH005.09","RL_2A_074804","Manual Review | 40 m","Manual Accept |"
"2-JKS015.60","RL_2A_074200","Manual Review | 40 m","Manual Accept |"
"2-JKS021.09","RL_2A_073522","Manual Review | 20 m","Manual Accept |"
"2-JKS018.68","RL_2A_073570","Manual Review | 80 m","Manual Accept |"
"2-POT000.12","RL_2A_073519","Manual Review | 20 m","Manual Accept |"
"2-DNP018.47","RL_2A_067742","Manual Review | 40 m","Manual Accept |"
"2-DNP024.01","RL_2A_067510","Manual Review | 20 m","Manual Accept |"
"2-SSC000.25","RL_2A_067451","Manual Review | 40 m","Manual Accept |"
"2ASTV001.35","RL_2A_067035","Manual Review | 20 m","Manual Accept |"
"2-LPS000.10","RL_2A_069515","Manual Review | 40 m","Manual Accept |"
"4APHC006.38","RL_4A_143223","Manual Review | 20 m","Manual Accept |"
"4AMCC002.05","RL_4A_142813","Manual Review | 20 m","Manual Accept |"
"4ALIZ003.42","RL_4A_143260","Manual Review | 40 m","Manual Accept |"
"4ALPP004.52","RL_4A_142817","Manual Review | 20 m","Manual Accept |"
"4ALPP004.46","RL_4A_142831","Manual Review | 20 m","Manual Accept |"
"4APOB006.35","RL_4A_142690","Manual Review | 40 m","Manual Accept |"
"4AGRT003.82","RL_4A_133022","Manual Review | 20 m","Manual Accept |"
"4AFLT002.60","RL_4A_133227","Manual Review | 20 m","Manual Accept |"
"4AMES006.61","RL_4A_132546","Manual Review | 40 m","Manual Accept |"
"4AMES006.19","RL_4A_132581","Manual Review | 20 m","Manual Accept |"
"4AMES004.78","RL_4A_132564","Manual Review | 20 m","Manual Accept |"
"4AKTT001.15","RL_4A_131843","Manual Review | 20 m","Manual Accept |"
"4AALN009.12","RL_4A_129904","Manual Review | 20 m","Manual Accept |"
"4AALN016.38","RL_4A_129898","Manual Review | 40 m","Manual Accept |"
"4AALN020.60","RL_4A_131158","Manual Review | 40 m","Manual Accept |"
"4ACOX007.73","RL_4A_133769","Manual Review | 40 m","Manual Accept |"
"4ALYT003.77","RL_4A_131279","Manual Review | 20 m","Manual Accept |"
"4ABHB013.93","RL_4A_131105","Manual Review | 20 m","Manual Accept |"
"4ABHB011.31","RL_4A_130446","Manual Review | 20 m","Manual Accept |"
"4APOP000.85","RL_4A_128823","Manual Review | 20 m","Manual Accept |"
"4ABPC003.14","RL_4A_098432","Manual Review | 20 m","Manual Accept |"
"4ABMA006.65","RL_4A_097968","Manual Review | 40 m","Manual Accept |"
"2-XSP000.97","RL_2A_076908","Manual Review | 40 m","Manual Accept |"
"2-SMH000.08","RL_2A_076554","Manual Review | 20 m","Manual Accept |"
"2-CWP001.24","RL_2A_075894","Manual Review | 20 m","Manual Accept |"
"2-JKS000.38","RL_2A_075913","Manual Review | 20 m","Manual Accept |"
"2-JMS346.34","RL_2A_075887","Manual Review | 20 m","Manual Accept |"
"2-JKS013.29","RL_2A_074182","Manual Review | 20 m","Manual Accept |"
"2-KAR001.59","RL_2A_074155","Manual Review | 20 m","Manual Accept |"
"2-JKS006.67","RL_2A_074202","Manual Review | 40 m","Manual Accept |"
"2-CSR003.94","RL_2A_067303","Manual Review | 20 m","Manual Accept |"
"2-POT007.48","RL_2A_073216","Manual Review | 40 m","Manual Accept |"
"2-SWS000.90","RL_2A_073793","Manual Review | 20 m","Manual Accept |"
"2-BKL000.15","RL_2A_075337","Manual Review | 20 m","Manual Accept |"
"2-SKG001.04","RL_2A_075479","Manual Review | 20 m","Manual Accept |"
"2-CRG001.20","RL_2A_075525","Manual Review | 40 m","Manual Accept |"
"2-LIP001.00","RL_2A_070237","Manual Review | 20 m","Manual Accept |"
"2-CRG014.92","RL_2A_073878","Manual Review | 20 m","Manual Accept |"
"2-CRG015.50","RL_2A_073910","Manual Review | 20 m","Manual Accept |"
"2-CRG016.90","RL_2A_073861","Manual Review | 20 m","Manual Accept |"
"2-LAP001.20","RL_2A_072192","Manual Review | 20 m","Manual Accept |"
"2-CAT000.34","RL_2A_072380","Manual Review | 40 m","Manual Accept |"
"2-JMS317.62","RL_2A_072428","Manual Review | 80 m","Manual Accept |"
"2-BAR010.10","RL_2A_069527","Manual Review | 40 m","Manual Accept |"
"4AAAR006.20","RL_4A_097453","Manual Review | 20 m","Manual Accept |"
"4ABMN000.65","RL_4A_097187","Manual Review | 40 m","Manual Accept |"
"4ALAR000.00","RL_4A_097546","Manual Review | 20 m","Manual Accept |"
"4ABLU002.02","RL_4A_094422","Manual Review | 20 m","Manual Accept |"
"4ALWN000.88","RL_4A_094431","Manual Review | 20 m","Manual Accept |"
"4AMYO001.48","RL_4A_094348","Manual Review | 20 m","Manual Accept |"
"4ACLB001.00","RL_4A_094122","Manual Review | 80 m","Manual Accept |"
"4ACLB001.90","RL_4A_094133","Manual Review | 20 m","Manual Accept |"
"4AGSY004.60","RL_4A_094772","Manual Review | 40 m","Manual Accept |"
"4ACAR001.70","RL_4A_099944","Manual Review | 20 m","Manual Accept |"
"4ABST009.45","RL_4A_100288","Manual Review | 20 m","Manual Accept |"
"4ABST011.48","RL_4A_100238","Manual Review | 20 m","Manual Accept |"
"4ABST012.29","RL_4A_100204","Manual Review | 20 m","Manual Accept |"
"4ABST017.09","RL_4A_100284","Manual Review | 20 m","Manual Accept |"
"4ADEV000.86","RL_4A_130667","Manual Review | 20 m","Manual Accept |"
"4ABNN002.17","RL_4A_099980","Manual Review | 20 m","Manual Accept |"
"4ABNN001.85","RL_4A_099974","Manual Review | 60 m","Manual Accept |"
"4ABLE001.21","RL_4A_100991","Manual Review | 40 m","Manual Accept |"
"4AROA059.12","RL_4A_100831","Manual Review | 20 m","Manual Accept |"
"4ADFF004.90","RL_4A_099312","Manual Review | 20 m","Manual Accept |"
"4ADFF009.01","RL_4A_099095","Manual Review | 40 m","Manual Accept |"
"4ABAN005.58","RL_4A_096241","Manual Review | 20 m","Manual Accept |"
"4AXVV000.54","RL_4A_096665","Manual Review | 20 m","Manual Accept |"
"4AHEN004.27","RL_4A_106730","Manual Review | 40 m","Manual Accept |"
"4AHEN002.16","RL_4A_106640","Manual Review | 20 m","Manual Accept |"
"4AROC001.00","RL_4A_099884","Manual Review | 20 m","Manual Accept |"
"4ATWT000.32","RL_4A_106638","Manual Review | 20 m","Manual Accept |"
"4ATWT003.36","RL_4A_106676","Manual Review | 40 m","Manual Accept |"
"4AFAR000.66","RL_4A_106647","Manual Review | 20 m","Manual Accept |"
"4ALRO003.34","RL_4A_107473","Manual Review | 20 m","Manual Accept |"
"4AXVO000.50","RL_4A_136334","Manual Review | 40 m","Manual Accept |"
"4AXVO000.60","RL_4A_136334","Manual Review | 20 m","Manual Accept |"
"4ALRO010.18","RL_4A_137688","Manual Review | 40 m","Manual Accept |"
"4ALRO010.68","RL_4A_108668","Manual Review | 20 m","Manual Accept |"
"4AROA067.91","RL_4A_106130","Manual Review | 40 m","Manual Accept |"
"4AWFC002.12","RL_4A_107121","Manual Review | 60 m","Manual Accept |"
"4AROA073.71","RL_4A_106118","Manual Review | 20 m","Manual Accept |"
"4AROA076.57","RL_4A_106367","Manual Review | 20 m","Manual Accept |"
"4ARAC000.92","RL_4A_094802","Manual Review | 40 m","Manual Accept |"
"4ADAN015.30","RL_4A_094702","Manual Review | 40 m","Manual Accept |"
"4APDA000.35","RL_4A_094588","Manual Review | 40 m","Manual Accept |"
"4APND000.56","RL_4A_094565","Manual Review | 20 m","Manual Accept |"
"4AMRY000.82","RL_4A_093821","Manual Review | 40 m","Manual Accept |"
"4AMRY003.02","RL_4A_093769","Manual Review | 20 m","Manual Accept |"
"4AMRY003.58","RL_4A_093762","Manual Review | 20 m","Manual Accept |"
"4ALSN007.45","RL_4A_093774","Manual Review | 20 m","Manual Accept |"
"4ABIR001.00","RL_4A_093535","Manual Review | 20 m","Manual Accept |"
"4ABIR004.22","RL_4A_085423","Manual Review | 20 m","Manual Accept |"
"4AWNS004.02","RL_4A_084928","Manual Review | 20 m","Manual Accept |"
"4ABYR002.13","RL_4A_084915","Manual Review | 40 m","Manual Accept |"
"4ABYR002.47","RL_4A_084915","Manual Review | 20 m","Manual Accept |"
"4ADBC002.19","RL_4A_084766","Manual Review | 60 m","Manual Accept |"
"4ADAN042.01","RL_4A_084083","Manual Review | 40 m","Manual Accept |"
"4ATRR001.92","RL_4A_095855","Manual Review | 40 m","Manual Accept |"
"4APEC002.42","RL_4A_095192","Manual Review | 20 m","Manual Accept |"
"4ASNA000.20","RL_4A_095499","Manual Review | 20 m","Manual Accept |"
"4ABAN023.28","RL_4A_095520","Manual Review | 20 m","Manual Accept |"
"4ABDB000.75","RL_4A_095396","Manual Review | 20 m","Manual Accept |"
"4ABCD001.70","RL_4A_105734","Manual Review | 20 m","Manual Accept |"
"4ACBA000.22","RL_4A_102608","Manual Review | 20 m","Manual Accept |"
"4ATIP002.55","RL_4A_103505","Manual Review | 20 m","Manual Accept |"
"4ACRE002.52","RL_4A_103072","Manual Review | 20 m","Manual Accept |"
"4ACRE008.60","RL_4A_101699","Manual Review | 20 m","Manual Accept |"
"4ACRE008.75","RL_4A_101699","Manual Review | 20 m","Manual Accept |"
"4AROA097.46","RL_4A_102412","Manual Review | 20 m","Manual Accept |"
"4AFRV002.78","RL_4A_103315","Manual Review | 40 m","Manual Accept |"
"4ACUB010.96","RL_4A_106247","Manual Review | 60 m","Manual Accept |"
"4ATYS002.51","RL_4A_107796","Manual Review | 40 m","Manual Accept |"
"4ATYS002.96","RL_4A_107802","Manual Review | 20 m","Manual Accept |"
"4ALUB000.12","RL_4A_108223","Manual Review | 40 m","Manual Accept |"
"4ABUB000.06","RL_4A_108206","Manual Review | 40 m","Manual Accept |"
"4AENT001.64","RL_4A_104563","Manual Review | 20 m","Manual Accept |"
"4ALRV005.17","RL_4A_104783","Manual Review | 20 m","Manual Accept |"
"4AFRV007.57","RL_4A_104086","Manual Review | 40 m","Manual Accept |"
"4AFRV017.71","RL_4A_104511","Manual Review | 20 m","Manual Accept |"
"4AFRV017.85","RL_4A_104511","Manual Review | 20 m","Manual Accept |"
"4AFRV025.34","RL_4A_105241","Manual Review | 20 m","Manual Accept |"
"4AFRV029.24","RL_4A_118834","Manual Review | 20 m","Manual Accept |"
"4AHCK000.51","RL_4A_103940","Manual Review | 20 m","Manual Accept |"
"4AFSF000.66","RL_4A_104502","Manual Review | 20 m","Manual Accept |"
"4AMEY006.72","RL_4A_104314","Manual Review | 20 m","Manual Accept |"
"4AMEY007.76","RL_4A_104308","Manual Review | 20 m","Manual Accept |"
"4AFSF013.80","RL_4A_118149","Manual Review | 20 m","Manual Accept |"
"4AFSF015.01","RL_4A_118146","Manual Review | 20 m","Manual Accept |"
"4AWPP002.53","RL_4A_102252","Manual Review | 40 m","Manual Accept |"
"4AROA108.09","RL_4A_091426","Manual Review | 20 m","Manual Accept |"
"4ASSC002.98","RL_4A_091417","Manual Review | 40 m","Manual Accept |"
"4AFCA010.95","RL_4A_111599","Manual Review | 20 m","Manual Accept |"
"4AFCA001.40","RL_4A_092123","Manual Review | 40 m","Manual Accept |"
"4ATRB001.36","RL_4A_092122","Manual Review | 20 m","Manual Accept |"
"4ATRB000.97","RL_4A_092146","Manual Review | 20 m","Manual Accept |"
"4ABOR000.62","RL_4A_091780","Manual Review | 40 m","Manual Accept |"
"4AXCN000.31","RL_4A_091541","Manual Review | 20 m","Manual Accept |"
"4AXCN000.61","RL_4A_091553","Manual Review | 20 m","Manual Accept |"
"4AROA124.59","RL_4A_091826","Manual Review | 20 m","Manual Accept |"
"4ALYH000.50","RL_4A_091537","Manual Review | 20 m","Manual Accept |"
"4AROA129.55","RL_4A_091635","Manual Review | 20 m","Manual Accept |"
"4ARAB000.52","RL_4A_091542","Manual Review | 20 m","Manual Accept |"
"4ARAB003.64","RL_4A_090310","Manual Review | 20 m","Manual Accept |"
"4ARAB003.71","RL_4A_090310","Manual Review | 20 m","Manual Accept |"
"4AGSE000.20","RL_4A_089531","Manual Review | 20 m","Manual Accept |"
"4ARAB006.49","RL_4A_090231","Manual Review | 20 m","Manual Accept |"
"4ALLC002.18","RL_4A_090201","Manual Review | 20 m","Manual Accept |"
"4AOWC002.35","RL_4A_088444","Manual Review | 20 m","Manual Accept |"
"4ABLS002.11","RL_4A_090569","Manual Review | 20 m","Manual Accept |"
"4AEKH003.68","RL_4A_086985","Manual Review | 20 m","Manual Accept |"
"4ABAN039.76","RL_4A_090716","Manual Review | 20 m","Manual Accept |"
"4AFLY001.78","RL_4A_090052","Manual Review | 20 m","Manual Accept |"
"4ASNE005.30","RL_4A_090156","Manual Review | 20 m","Manual Accept |"
"4ASNE005.10","RL_4A_090156","Manual Review | 20 m","Manual Accept |"
